snr_db,symbol_id,xI,xQ,r,theta
0,0,-0.1506976314963654,-0.7685587887502958,0.7831937103322116,-1.7644181063720392
0,0,-0.8467239560759291,-0.9036831274937577,1.2383798499288379,-2.323665440068653
0,0,-1.7372902171416584,0.22064615056993198,1.7512458486281817,3.015263084739396
0,0,-0.0782019422379312,-0.8622227810165386,0.8657619002206546,-1.6612469188902224
0,0,-1.0580431290834587,-0.3823286049953517,1.1250024111967085,-2.7948385281391244
0,0,-1.3718068751191947,-0.2968080582438827,1.4035487615550784,-2.928514214244451
0,0,-0.7019085905567146,-0.946205864639703,1.1781261425568492,-2.209037663576836
0,0,-0.08559607668224944,-1.6639076582212926,1.6661078546813406,-1.6221938246372545
0,0,-1.534669698319897,-1.5401231612607615,2.174210301418224,-2.354420888694078
0,0,-1.7343210017529698,-0.8902797098431345,1.94947872491079,-2.66733767726975
0,0,-1.3194126386870777,-0.9836316683193452,1.645715944520164,-2.500973120523734
0,0,-1.721849601575302,-1.485049131050187,2.273793520106419,-2.4299016786473033
0,0,-2.1050399447209336,-0.9405505108701013,2.305608039621809,-2.721395643643691
0,0,-2.140173115678565,-0.7995391201943519,2.284645217488802,-2.7840620637617337
0,0,-0.45913263460206055,-1.9461554959410592,1.9995809537346116,-1.8024778332932743
0,0,-2.6376540657371845,-1.1368796269407493,2.872231581306221,-2.7346347304296126
0,0,-1.48213188453182,-1.4136440789591094,2.0481954264966986,-2.379841015610149
0,0,-1.6933764128281554,-0.13257977560660705,1.6985585278178228,-3.063458890783289
0,0,0.3124283261595826,-1.267554927692267,1.3054910776040667,-1.3291323068678753
0,0,-0.6342587412720613,-1.7709437176656029,1.8810969677343288,-1.9147108169401919
0,0,-0.8648071051136721,-0.29122457304737936,0.9125256604620597,-2.8167694470148894
0,0,-0.5755501390905566,-1.3570960196164799,1.4740989007071583,-1.9719079898137482
0,0,-2.150597799491278,-0.6867501776707718,2.2575864771271914,-2.8324976839086085
0,0,-1.7585365907510693,-1.6782312190224649,2.4308251614445706,-2.3795567786884497
0,0,-1.3619136052848357,-1.0754606251934542,1.735345563454563,-2.473183072714123
0,0,-0.30713818849775676,-1.0541522837903925,1.0979849289740655,-1.8543081201905014
0,0,-0.5707386612633222,-0.8550178038380933,1.0280068406099083,-2.159387182813233
0,0,-0.9122713084345951,-0.6552617359864301,1.1232127504800318,-2.5187065496493397
0,0,-0.5370711008809745,-1.0548996247518196,1.1837476866727266,-2.041713743331014
0,0,-1.5202613917959105,-0.86031800564412,1.7468090251142838,-2.6266231182420836
0,0,-1.009439348190626,-1.2628312287930767,1.6166974083267864,-2.245138485355342
0,0,-0.7282986591491516,-0.5097257383145857,0.8889540287432199,-2.530943477125221
0,0,-1.6784698981626045,-0.9967327261695016,1.9521109923504019,-2.605719210025565
0,0,-0.2806353473499259,-1.3387942783720308,1.3678911937664853,-1.7774226049032373
0,0,-1.53282351616244,-1.396754215744003,2.073757524615458,-2.402607861657457
0,0,-1.7003351437976377,-1.2156636362512612,2.0902099602042306,-2.5208999284604383
0,0,-0.5199615058162403,0.1355707899464047,0.5373447744394508,2.8865387312455746
0,0,-1.0950548976100216,-0.4045690195074292,1.167399383383809,-2.787695799151458
0,0,-1.4835933216131754,-1.051040783820996,1.818168274167787,-2.525222926629695
0,0,-2.63591475606136,-1.8360573136608005,3.2123438577259025,-2.5331830984280996
0,0,-0.33073548983471635,-2.257203540920538,2.2813052819341,-1.7162854750678505
0,0,-1.0281958908799984,-1.3339765378351573,1.684244695261703,-2.2274614552896055
0,0,-1.8454427547582315,-1.7302441593481739,2.529704293400341,-2.388400543541108
0,0,-0.4582625936180298,-2.2733345842927717,2.319063331789607,-1.7697122644871603
0,0,-1.467066086242982,-1.3956525660165158,2.0248775238104613,-2.381135366595441
0,0,0.34211231799779585,-0.530145014321637,0.6309473625714855,-0.9977192761378226
0,0,-1.3325326815737215,-1.4377151918256241,1.960272511736122,-2.3182440920896257
0,0,-1.2518023694440663,-0.9785139256259073,1.5888671041939293,-2.478120190296069
0,0,-0.030752630414899285,-0.6026930630957619,0.6034771350939382,-1.6217774726851863
0,0,-1.0811357211382493,-1.1945833611744707,1.6111746815029147,-2.3063843873356236
0,0,-2.0978463137711634,-0.7972353105533255,2.2442244309775075,-2.7784232713444816
0,0,-0.8276273018499437,-2.1155138148446087,2.27164382145745,-1.943709253899641
0,0,-0.24248095239967937,-0.6497828720867351,0.693552300215306,-1.927963645635685
0,0,-1.4811853867544078,-0.21987038372163292,1.4974154852854644,-2.9942265960889483
0,0,-1.0589701414411274,-1.484161649109295,1.823226140979408,-2.1905346380880255
0,0,-1.9056479109285531,0.1588738999088175,1.912259102867233,3.0584149905218503
0,0,-1.3082036035372038,-1.2245745269325046,1.7919206010087871,-2.3892012126007565
0,0,-1.4029579979852551,0.1139014766917632,1.4075740444123568,3.0605836640430195
0,0,-1.714316578684218,-1.2522614382367077,2.1229790488005835,-2.5107066042641253
0,0,-0.651752473061976,-0.13245166460283286,0.6650749804333818,-2.9410991423130124
0,0,-0.13110343910153088,-0.3181642142301778,0.3441171006517335,-1.9616576913782675
0,0,-1.332073749163719,-0.7324018409998352,1.5201424044842096,-2.6388870423849657
0,0,-1.2643317357686699,-1.7157530814969093,2.1312774044544174,-2.205858049069841
0,0,-0.6852428435977369,-0.9283423023788001,1.153853190439704,-2.20666111559798
0,0,-1.0954370760564023,-1.1565216925539759,1.592961020535943,-2.329076035572519
0,0,-2.0687283821759754,-1.4720622625469906,2.5390164284689836,-2.523138199656797
0,0,-0.9214256903261071,-2.390339654792771,2.561786284620122,-1.9387222495710068
0,0,-0.49309274606339565,-0.5742154010399165,0.7568776539255023,-2.2803335699580036
0,0,-1.4183086164935756,-1.653600279639721,2.178530058650668,-2.2797491421071547
0,0,-1.154044149965794,-0.6570612599640633,1.3279862195880778,-2.6240107930064527
0,0,-1.754810065273542,-1.5388556313296786,2.333974082816773,-2.4216673670622773
0,0,-0.436439210541828,-0.11252255140988343,0.45071111487754983,-2.889268082416301
0,0,-1.3886273224223258,0.2920541128134495,1.4190072041357116,2.9342953644074248
0,0,-0.18543771256508457,-0.14929021963738665,0.2380645183994248,-2.4637682759655224
0,0,-1.570207125286207,-1.6913922547679507,2.3078904167634535,-2.319056449610278
0,0,-0.5636904817853219,-1.7991428066718713,1.8853810750229,-1.874419491797147
0,0,-1.2719231556123096,-1.1202856381786668,1.6949420122506134,-2.4194978734193437
0,0,-0.07816774977169028,-1.5094254907618132,1.5114481497113654,-1.6225365318179612
0,0,-1.6660739584949718,-2.2024636417975887,2.7616387397006514,-2.218418544467763
0,0,-0.22873988505723541,-1.0362721211121924,1.0612171521467035,-1.7880460813004584
0,0,-0.7503502978663146,-0.7260650832141714,1.044124549357436,-2.372641775353556
0,0,-1.4278111441248376,0.26411201669627915,1.4520329957168512,2.9586832653574895
0,0,-0.6549564671686636,-2.022952706797966,2.126336198212144,-1.8839086506422238
0,0,-0.5426897978875167,-0.8777823092305868,1.0319951546055703,-2.1245277073863424
0,0,-1.7160605481433895,-1.447565160511433,2.245063183703452,-2.44086111682236
0,0,-1.016933729022358,-1.2046032157498607,1.5764590437490673,-2.2719172695281986
